Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,Hour
236498,Complaint against Disney,2015-04-15,2015-04-15 00:00:00,1900-01-01 10:26:22,Internet,Carmichael,California,95609,Closed,No,April,10
295722,Disney Internet Speed,2015-05-18,2015-05-18 00:00:00,1900-01-01 17:54:14,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes,May,17
339682,Disney complaint,2015-06-14,2015-06-14 00:00:00,1900-01-01 00:35:59,Customer Care Call,Carteret,New Jersey,7008,Solved,No,June,0
229565,Data Caps,2015-10-04,2015-10-04 00:00:00,1900-01-01 17:12:37,Internet,Cartersville,Georgia,30121,Closed,Yes,October,17
255045,Disney unwilling to resolve data usage issue,2015-04-24,2015-04-24 00:00:00,1900-01-01 12:24:51,Customer Care Call,Cartersville,Georgia,30120,Closed,No,April,12
255050,Disney unwilling to resolve data usage issue,2015-04-24,2015-04-24 00:00:00,1900-01-01 12:26:29,Internet,Cartersville,Georgia,30120,Closed,No,April,12
258943,Disney data cap,2015-04-27,2015-04-27 00:00:00,1900-01-01 13:17:13,Internet,Cartersville,Georgia,30121,Closed,No,April,13
263893,Disney Data usage meter,2015-04-29,2015-04-29 00:00:00,1900-01-01 12:20:31,Internet,Cartersville,Georgia,30120,Closed,No,April,12
374487,Disney Internet Data Cap LIES,2015-06-30,2015-06-30 00:00:00,1900-01-01 12:20:12,Customer Care Call,Cartersville,Georgia,30121,Pending,No,June,12
279279,Disney Cable connection from street is underwater and structure is too high,2015-07-05,2015-07-05 00:00:00,1900-01-01 19:52:46,Internet,Castro Valley,California,94552,Open,Yes,July,19
319702,West Coast Service Issues  Disney,2015-02-06,2015-02-06 00:00:00,1900-01-01 18:29:16,Customer Care Call,Cazadero,California,95421,Solved,No,February,18
369455,Disney refuses to uhold contract for 2 years phoneinternet,2015-06-26,2015-06-26 00:00:00,1900-01-01 22:22:21,Customer Care Call,Cazadero,California,95421,Pending,No,June,22
362901,Disney business internet is much more expensive that home internet,2015-06-24,2015-06-24 00:00:00,1900-01-01 17:16:41,Internet,Centennial,Colorado,80112,Solved,No,June,17
357454,Disney Internet Usage Cap,2015-06-23,2015-06-23 00:00:00,1900-01-01 02:37:42,Internet,Central City,Kentucky,42330,Solved,No,June,2
316295,Disney poor service,2015-01-06,2015-01-06 00:00:00,1900-01-01 10:19:34,Customer Care Call,Ceresco,Michigan,49033,Solved,No,January,10
293621,Disney Corporation Data Caps,2015-05-16,2015-05-16 00:00:00,1900-01-01 18:49:41,Customer Care Call,Chamblee,Georgia,30341,Solved,No,May,18
353861,Disney throttling my internet service,2015-06-20,2015-06-20 00:00:00,1900-01-01 14:11:05,Customer Care Call,Champaign,Illinois,61821,Pending,No,June,14
219355,billingservice issues,2015-06-04,2015-06-04 00:00:00,1900-01-01 12:39:13,Customer Care Call,Charleston,South Carolina,29422,Closed,No,June,12
244252,Unethical Charges,2015-04-20,2015-04-20 00:00:00,1900-01-01 10:30:43,Customer Care Call,Charleston,South Carolina,29414,Closed,No,April,10
327188,Disney Data Cap,2015-06-06,2015-06-06 00:00:00,1900-01-01 23:01:47,Customer Care Call,Charleston,South Carolina,29414,Solved,No,June,23
327649,Disney wrongfully autodrafted a final bill that was not yet adjusted,2015-07-06,2015-07-06 00:00:00,1900-01-01 20:27:03,Customer Care Call,Charleston,South Carolina,29403,Closed,Yes,July,20
327672,Disney Internet,2015-07-06,2015-07-06 00:00:00,1900-01-01 21:26:44,Internet,Charleston,South Carolina,48230,Open,No,July,21
359201,Disney data cap at 300GB,2015-06-23,2015-06-23 00:00:00,1900-01-01 16:18:01,Customer Care Call,Charleston,South Carolina,29405,Pending,No,June,16
360047,Internet speeds are throttled,2015-06-23,2015-06-23 00:00:00,1900-01-01 20:16:37,Customer Care Call,Charleston,South Carolina,29403,Solved,No,June,20
362066,Complex situation prevents bundling discounts and drives service price up,2015-06-24,2015-06-24 00:00:00,1900-01-01 14:10:36,Customer Care Call,Charlottesville,Virginia,22901,Solved,No,June,14
360715,Disney Internet prices  speeds,2015-06-24,2015-06-24 00:00:00,1900-01-01 01:29:55,Internet,Chaska,Minnesota,55318,Closed,No,June,1
267602,Disney overcharging,2015-04-30,2015-04-30 00:00:00,1900-01-01 20:48:20,Internet,Chatham,New Jersey,7928,Closed,No,April,20
238543,Reimbursement Ive never recieved,2015-04-16,2015-04-16 00:00:00,1900-01-01 07:47:20,Customer Care Call,Chelsea,Massachusetts,2150,Closed,No,April,7
346941,constant internet issues,2015-06-17,2015-06-17 00:00:00,1900-01-01 18:32:38,Internet,Chelsea,Massachusetts,2150,Solved,No,June,18
367115,Xfinity,2015-06-25,2015-06-25 00:00:00,1900-01-01 21:22:56,Customer Care Call,Cherry Hill,New Jersey,8003,Solved,No,June,21
367381,XfinityDisney,2015-06-26,2015-06-26 00:00:00,1900-01-01 05:05:21,Internet,Chesapeake Beach,Maryland,20732,Solved,No,June,5
234266,Disney Hard Inquiries,2015-04-14,2015-04-14 00:00:00,1900-01-01 11:40:15,Internet,Chester,Virginia,23831,Closed,No,April,11
314287,Disney jamming signal,2015-05-29,2015-05-29 00:00:00,1900-01-01 18:18:34,Internet,Chester,Virginia,23831,Pending,No,May,18
262351,Disney lied to me,2015-04-28,2015-04-28 00:00:00,1900-01-01 17:02:40,Customer Care Call,Chesterfield,Virginia,23832,Closed,No,April,17
321744,Terrible customer service and process,2015-03-06,2015-03-06 00:00:00,1900-01-01 16:54:49,Customer Care Call,Chesterfield,Virginia,23832,Closed,No,March,16
223190,Disney  HBO GO on PS4,2015-08-04,2015-08-04 00:00:00,1900-01-01 01:38:38,Customer Care Call,Chicago,Illinois,60657,Closed,No,August,1
226269,Run around,2015-09-04,2015-09-04 00:00:00,1900-01-01 12:34:45,Internet,Chicago,Illinois,60639,Closed,No,September,12
232709,Disney Service and Customer service issues,2015-04-13,2015-04-13 00:00:00,1900-01-01 15:41:50,Internet,Chicago,Illinois,60647,Closed,No,April,15
232829,Disney pricing scam,2015-04-13,2015-04-13 00:00:00,1900-01-01 16:19:33,Internet,Chicago,Illinois,60618,Closed,No,April,16
261661,Disney Disconnect,2015-04-28,2015-04-28 00:00:00,1900-01-01 14:06:40,Internet,Chicago,Illinois,60609,Closed,No,April,14
214441,Disney THROTTLING SPEEDS AND DATA CAPS,2015-02-04,2015-02-04 00:00:00,1900-01-01 14:20:18,Internet,Chicago,Illinois,60657,Closed,No,February,14
216141,Closed Captioning of Online Videos,2015-03-04,2015-03-04 00:00:00,1900-01-01 11:59:50,Internet,Chicago,Illinois,60638,Solved,No,March,11
231532,Disney problems,2015-04-13,2015-04-13 00:00:00,1900-01-01 00:24:21,Customer Care Call,Chicago,Illinois,60612,Closed,No,April,0
246073,Removed discount after I complained about an unauthorized charge,2015-04-20,2015-04-20 00:00:00,1900-01-01 21:14:38,Customer Care Call,Chicago,Illinois,60622,Closed,No,April,21
260565,complaint regarding Disney,2015-04-28,2015-04-28 00:00:00,1900-01-01 02:12:49,Internet,Chicago,Illinois,60641,Closed,No,April,2
267753,Disney INTERNET CONNECTION CHEAT,2015-04-30,2015-04-30 00:00:00,1900-01-01 23:10:36,Customer Care Call,Chicago,Illinois,60612,Closed,Yes,April,23
266647,Wireless Signal issuesfrequent connection drop,2015-04-30,2015-04-30 00:00:00,1900-01-01 14:33:37,Internet,Chicago,Illinois,60630,Closed,No,April,14
278392,Billing Dispute,2015-07-05,2015-07-05 00:00:00,1900-01-01 14:13:45,Customer Care Call,Chicago,Illinois,60608,Solved,No,July,14
279767,complaint about Disney,2015-08-05,2015-08-05 00:00:00,1900-01-01 10:18:35,Customer Care Call,Chicago,Illinois,60625,Solved,No,August,10
284044,Disney,2015-11-05,2015-11-05 00:00:00,1900-01-01 16:27:10,Internet,Chicago,Illinois,60657,Closed,No,November,16
285615,Internet Speeds Not as Advertised,2015-12-05,2015-12-05 00:00:00,1900-01-01 13:23:23,Customer Care Call,Chicago,Illinois,60622,Open,No,December,13
288996,Disney  Sony Playstation Devices,2015-05-13,2015-05-13 00:00:00,1900-01-01 22:40:11,Customer Care Call,Chicago,Illinois,60613,Solved,Yes,May,22
292575,Disney Wifi Issues,2015-05-15,2015-05-15 00:00:00,1900-01-01 17:32:37,Internet,Chicago,Illinois,60630,Solved,No,May,17
304026,Disney Internet,2015-05-22,2015-05-22 00:00:00,1900-01-01 17:42:50,Internet,Chicago,Illinois,60618,Solved,No,May,17
303128,Disney,2015-05-22,2015-05-22 00:00:00,1900-01-01 11:34:30,Customer Care Call,Chicago,Illinois,60645,Solved,No,May,11
305594,Disney is giving me poor quality customer service,2015-05-25,2015-05-25 00:00:00,1900-01-01 03:05:36,Customer Care Call,Chicago,Illinois,60626,Open,No,May,3
317887,Disney no show tech,2015-01-06,2015-01-06 00:00:00,1900-01-01 20:47:07,Customer Care Call,Chicago,Illinois,60660,Closed,No,January,20
318605,Disney internet,2015-02-06,2015-02-06 00:00:00,1900-01-01 12:22:55,Internet,Chicago,Illinois,60614,Closed,No,February,12
325959,horrible service charges for techinstallation applied when they shouldnt have,2015-05-06,2015-05-06 00:00:00,1900-01-01 16:59:04,Internet,Chicago,Illinois,60620,Solved,Yes,May,16
327275,Slow Internet Billing poor customer service of your complaints,2015-07-06,2015-07-06 00:00:00,1900-01-01 09:04:12,Customer Care Call,Chicago,Illinois,60620,Closed,No,July,9
329685,no service,2015-08-06,2015-08-06 00:00:00,1900-01-01 22:55:30,Internet,Chicago,Illinois,60620,Solved,No,August,22
331541,Disney Outages,2015-09-06,2015-09-06 00:00:00,1900-01-01 19:47:13,Customer Care Call,Chicago,Illinois,60611,Solved,No,September,19
330456,Disney internet connection and speed,2015-09-06,2015-09-06 00:00:00,1900-01-01 13:38:18,Customer Care Call,Chicago,Illinois,60612,Closed,Yes,September,13
330180,Disney Cable  Internet,2015-09-06,2015-09-06 00:00:00,1900-01-01 12:12:48,Internet,Chicago,Illinois,60611,Solved,No,September,12
339886,Disney no service for one month,2015-06-14,2015-06-14 00:00:00,1900-01-01 12:27:53,Customer Care Call,Chicago,Illinois,60657,Solved,No,June,12
341405,Disney,2015-06-15,2015-06-15 00:00:00,1900-01-01 15:01:35,Internet,Chicago,Illinois,60657,Solved,No,June,15
342222,Disney did not remove charge for over a year,2015-06-15,2015-06-15 00:00:00,1900-01-01 19:54:39,Customer Care Call,Chicago,Illinois,60625,Solved,No,June,19
343753,Disney charging for services not rendered,2015-06-16,2015-06-16 00:00:00,1900-01-01 15:44:58,Customer Care Call,Chicago,Illinois,60637,Solved,No,June,15
347598,price inflation due to monopoly of Disney,2015-06-17,2015-06-17 00:00:00,1900-01-01 22:38:05,Internet,Chicago,Illinois,60646,Solved,No,June,22
347580,Double charge my internet service every month,2015-06-17,2015-06-17 00:00:00,1900-01-01 22:25:59,Internet,Chicago,Illinois,60616,Solved,No,June,22
358598,Unfair Billing Practices,2015-06-23,2015-06-23 00:00:00,1900-01-01 14:21:10,Internet,Chicago,Illinois,60622,Solved,No,June,14
359956,Disney BillingMonopolyService,2015-06-23,2015-06-23 00:00:00,1900-01-01 19:45:25,Customer Care Call,Chicago,Illinois,60457,Closed,No,June,19
358620,Tricked into upgrade,2015-06-23,2015-06-23 00:00:00,1900-01-01 14:24:35,Internet,Chicago,Illinois,60618,Solved,No,June,14
361003,Disney Unfair Business Practices,2015-06-24,2015-06-24 00:00:00,1900-01-01 09:24:05,Internet,Chicago,Illinois,60626,Solved,No,June,9
361084,internet speeds slow,2015-06-24,2015-06-24 00:00:00,1900-01-01 09:52:45,Internet,Chicago,Illinois,60657,Solved,Yes,June,9
360620,Faulty Service and False Advertisement,2015-06-24,2015-06-24 00:00:00,1900-01-01 00:22:34,Internet,Chicago,Illinois,60607,Solved,No,June,0
366291,Disney started charging a lease fee for equipment I own after enabling automatic bill payment,2015-06-25,2015-06-25 00:00:00,1900-01-01 16:35:18,Customer Care Call,Chicago,Illinois,60625,Solved,No,June,16
373777,DisneyXfinity Service Manipulation,2015-06-29,2015-06-29 00:00:00,1900-01-01 22:05:50,Customer Care Call,Chicago,Illinois,60618,Solved,No,June,22
373309,unsatisfactory speed with disorganized service,2015-06-29,2015-06-29 00:00:00,1900-01-01 18:11:21,Internet,Chicago,Illinois,60614,Open,No,June,18
375500,Disney billing and service,2015-06-30,2015-06-30 00:00:00,1900-01-01 16:46:18,Internet,Chicago,Illinois,60625,Solved,No,June,16
376064,Unfair Billing Practices,2015-06-30,2015-06-30 00:00:00,1900-01-01 20:18:48,Customer Care Call,Chicago,Illinois,60608,Solved,No,June,20
367366,Xfinity Price and not 16Mbps when paying for 50Mbps,2015-06-26,2015-06-26 00:00:00,1900-01-01 04:22:34,Internet,Chickamauga,Georgia,30707,Open,No,June,4
264757,Xfinity Order Status,2015-04-29,2015-04-29 00:00:00,1900-01-01 16:31:16,Customer Care Call,Citrus Heights,California,95621,Closed,No,April,16
331935,Disney violating Open Internet rules,2015-10-06,2015-10-06 00:00:00,1900-01-01 01:44:03,Customer Care Call,Citrus Heights,California,95611,Solved,Yes,October,1
354309,BillingCustomer Service,2015-06-20,2015-06-20 00:00:00,1900-01-01 20:56:19,Internet,Citrus Heights,California,95610,Solved,No,June,20
316846,Disney is double billing me and not processing my credit back to me,2015-01-06,2015-01-06 00:00:00,1900-01-01 13:59:23,Customer Care Call,City Of Orange,New Jersey,7050,Closed,No,January,13
367352,Disney internet speeds,2015-06-26,2015-06-26 00:00:00,1900-01-01 02:58:36,Customer Care Call,Clairton,Pennsylvania,15025,Solved,Yes,June,2
215755,Disney lies and deception,2015-03-04,2015-03-04 00:00:00,1900-01-01 08:24:30,Internet,Clarkston,Michigan,48348,Closed,No,March,8
222582,Disney over billing,2015-07-04,2015-07-04 00:00:00,1900-01-01 17:48:21,Customer Care Call,Clarkston,Michigan,48348,Closed,No,July,17
338606,Internet connection outage,2015-12-06,2015-12-06 00:00:00,1900-01-01 23:52:11,Customer Care Call,Clarkston,Michigan,48346,Solved,No,December,23
362956,Disney Throttling Internet Speed,2015-06-24,2015-06-24 00:00:00,1900-01-01 17:35:01,Customer Care Call,Clawson,Michigan,48017,Open,No,June,17
369578,Service outages Disney,2015-06-27,2015-06-27 00:00:00,1900-01-01 01:10:36,Customer Care Call,Clermont,Georgia,30527,Solved,Yes,June,1
362724,Disney Billing,2015-06-24,2015-06-24 00:00:00,1900-01-01 16:37:27,Internet,Clinton,Maryland,20735,Open,No,June,16
307701,Charges not authorized,2015-05-26,2015-05-26 00:00:00,1900-01-01 15:54:52,Customer Care Call,Clio,Michigan,48420,Solved,No,May,15
242189,Disneyxfinity,2015-04-17,2015-04-17 00:00:00,1900-01-01 17:50:07,Customer Care Call,Closter,New Jersey,7624,Closed,Yes,April,17
228974,Cocmast internet,2015-10-04,2015-10-04 00:00:00,1900-01-01 14:08:27,Customer Care Call,Clovis,California,93612,Closed,No,October,14
323310,DisneyXfinity,2015-04-06,2015-04-06 00:00:00,1900-01-01 13:28:36,Internet,Clovis,California,93612,Closed,No,April,13
354467,XFINITYDisney TETHERING CONNECTION,2015-06-21,2015-06-21 00:00:00,1900-01-01 03:20:59,Customer Care Call,Clovis,California,93612,Open,No,June,3
311844,Service Issues,2015-05-28,2015-05-28 00:00:00,1900-01-01 15:21:00,Internet,Coconut Creek,Florida,33073,Solved,No,May,15
249320,Disney Internet Outage,2015-04-22,2015-04-22 00:00:00,1900-01-01 00:23:14,Internet,Coeburn,Virginia,24230,Closed,Yes,April,0
321762,Disney,2015-03-06,2015-03-06 00:00:00,1900-01-01 17:01:33,Customer Care Call,College Park,Georgia,30349,Open,No,March,17
218516,Additional Usage 1050GB,2015-05-04,2015-05-04 00:00:00,1900-01-01 15:17:39,Customer Care Call,Collierville,Tennessee,38017,Closed,No,May,15
256506,Disney data caps,2015-04-24,2015-04-24 00:00:00,1900-01-01 22:04:59,Customer Care Call,Collierville,Tennessee,38017,Closed,Yes,April,22
359317,Disney billing practices,2015-06-23,2015-06-23 00:00:00,1900-01-01 16:44:22,Internet,Collinsville,Virginia,24078,Solved,No,June,16
254426,very poor customer service,2015-04-24,2015-04-24 00:00:00,1900-01-01 00:28:44,Customer Care Call,Colonia,New Jersey,7067,Closed,No,April,0
360207,internet speed,2015-06-23,2015-06-23 00:00:00,1900-01-01 21:31:00,Customer Care Call,Colorado Spring,Colorado,80911,Open,Yes,June,21
216279,Another Fraudulenct collection claim from Disney,2015-03-04,2015-03-04 00:00:00,1900-01-01 12:43:17,Customer Care Call,Colorado Springs,Colorado,80908,Closed,No,March,12
230071,Disney and CenturyLink failing Wissler Ranch Colorado Community,2015-10-04,2015-10-04 00:00:00,1900-01-01 21:20:51,Customer Care Call,Colorado Springs,Colorado,80908,Closed,No,October,21
287000,Xfinity Throttling Apple TV bitrate,2015-05-13,2015-05-13 00:00:00,1900-01-01 03:15:58,Customer Care Call,Colorado Springs,Colorado,80918,Open,No,May,3
315874,Disney Termination Fee,2015-05-31,2015-05-31 00:00:00,1900-01-01 17:54:06,Customer Care Call,Colorado Springs,Colorado,80910,Solved,No,May,17
336234,Unresolved Issues,2015-12-06,2015-12-06 00:00:00,1900-01-01 07:59:56,Customer Care Call,Colorado Springs,Colorado,80909,Closed,No,December,7
359931,no warning before price increase,2015-06-23,2015-06-23 00:00:00,1900-01-01 19:36:54,Customer Care Call,Colorado Springs,Colorado,80907,Solved,No,June,19
363251,Disney unfair billing,2015-06-24,2015-06-24 00:00:00,1900-01-01 19:19:55,Customer Care Call,Colorado Springs,Colorado,80906,Solved,No,June,19
368799,Disney overbilling and overcharging,2015-06-26,2015-06-26 00:00:00,1900-01-01 16:26:20,Internet,Colorado Springs,Colorado,80906,Solved,Yes,June,16
354541,Disney SERVICE COMPLAINT,2015-06-21,2015-06-21 00:00:00,1900-01-01 10:40:18,Customer Care Call,Columbia,Maryland,21044,Solved,No,June,10
355761,Charge to my bill unknowingly,2015-06-22,2015-06-22 00:00:00,1900-01-01 13:14:07,Customer Care Call,Columbia,Maryland,21044,Solved,No,June,13
221714,billing,2015-07-04,2015-07-04 00:00:00,1900-01-01 13:34:48,Customer Care Call,Columbiana,Ohio,44408,Closed,No,July,13
251830,Internet and phone pricing,2015-04-23,2015-04-23 00:00:00,1900-01-01 10:23:47,Internet,Columbus,Indiana,47203,Closed,No,April,10
281798,Disney bundled service,2015-09-05,2015-09-05 00:00:00,1900-01-01 12:44:18,Customer Care Call,Commerce City,Colorado,80022,Solved,No,September,12
280486,Charged for equipment that I didnt have,2015-08-05,2015-08-05 00:00:00,1900-01-01 14:32:54,Customer Care Call,Concord,California,94520,Solved,No,August,14
248736,Disney Xfinity,2015-04-21,2015-04-21 00:00:00,1900-01-01 17:44:39,Internet,Concord,New Hampshire,3301,Closed,No,April,17
358558,Disney Does Not Deliver Service,2015-06-23,2015-06-23 00:00:00,1900-01-01 14:14:55,Customer Care Call,Conshohocken,Pennsylvania,19428,Solved,Yes,June,14
367651,Slow internet speeds on Disney,2015-06-26,2015-06-26 00:00:00,1900-01-01 10:41:23,Customer Care Call,Conshohocken,Pennsylvania,19428,Pending,No,June,10
302833,Disney service,2015-05-22,2015-05-22 00:00:00,1900-01-01 07:59:52,Internet,Conyers,Georgia,30013,Solved,No,May,7
361815,Nonsensical Raise in my Internet Bill,2015-06-24,2015-06-24 00:00:00,1900-01-01 13:00:32,Internet,Coral Gables,Florida,33134,Solved,No,June,13
215011,Disney service billing,2015-02-04,2015-02-04 00:00:00,1900-01-01 17:13:30,Internet,Cordova,Tennessee,38018,Closed,No,February,17
243443,Disney Runaround,2015-04-18,2015-04-18 00:00:00,1900-01-01 22:42:01,Customer Care Call,Cordova,Tennessee,38018,Closed,No,April,22
360340,Cruel and Illegal Practices  Disney,2015-06-23,2015-06-23 00:00:00,1900-01-01 22:19:20,Internet,Cordova,Tennessee,38016,Solved,Yes,June,22
371399,Throttled speed,2015-06-29,2015-06-29 00:00:00,1900-01-01 00:10:09,Internet,Cordova,Tennessee,38018,Pending,No,June,0
221047,Transfer services,2015-07-04,2015-07-04 00:00:00,1900-01-01 09:46:30,Customer Care Call,Corryton,Tennessee,37721,Closed,No,July,9
222682,Disney agent lied about service upgrade,2015-07-04,2015-07-04 00:00:00,1900-01-01 18:31:03,Internet,Corvallis,Oregon,97330,Closed,No,July,18
304120,Customer Service Representative Lied About Rates and Promotions,2015-05-22,2015-05-22 00:00:00,1900-01-01 18:25:33,Internet,Corvallis,Oregon,97333,Solved,No,May,18
360800,Unexplained Billing,2015-06-24,2015-06-24 00:00:00,1900-01-01 03:17:38,Customer Care Call,Corvallis,Oregon,97330,Open,No,June,3
338940,DisneyXfinity Internet,2015-06-13,2015-06-13 00:00:00,1900-01-01 12:15:42,Customer Care Call,Cottage Grove,Minnesota,55016,Solved,No,June,12
342392,Lack of availability,2015-06-15,2015-06-15 00:00:00,1900-01-01 21:34:28,Internet,Cottonwood,Alabama,36320,Open,No,June,21
367187,Disney bill problems,2015-06-25,2015-06-25 00:00:00,1900-01-01 22:08:55,Internet,Cottonwood Heights,Utah,84121,Solved,No,June,22
358556,Unfair billing practices,2015-06-23,2015-06-23 00:00:00,1900-01-01 14:14:10,Internet,Cottrellville,Michigan,48039,Solved,No,June,14
360356,Disney Data Caps,2015-06-23,2015-06-23 00:00:00,1900-01-01 22:27:40,Customer Care Call,Covington,Georgia,30016,Pending,No,June,22
360214,Disney Internet is unbelievably slow,2015-06-23,2015-06-23 00:00:00,1900-01-01 21:33:15,Internet,Crest Hill,Illinois,60403,Pending,No,June,21
273147,Disney Refuse to Refund Rental Fee made in error,2015-05-05,2015-05-05 00:00:00,1900-01-01 09:42:35,Customer Care Call,Crofton,Maryland,21114,Solved,No,May,9
359243,Disney,2015-06-23,2015-06-23 00:00:00,1900-01-01 16:27:05,Internet,Crown Point,Indiana,46307,Solved,Yes,June,16
362056,Issues with Cable and Internet Packaging Unfair Prices,2015-06-24,2015-06-24 00:00:00,1900-01-01 14:05:57,Internet,Crystal Lake,Illinois,60014,Open,No,June,14
370825,Disney Internet Speed and Reliability,2015-06-28,2015-06-28 00:00:00,1900-01-01 11:39:26,Customer Care Call,Crystal Lake,Illinois,60014,Pending,No,June,11
349836,cable internet,2015-06-18,2015-06-18 00:00:00,1900-01-01 16:03:26,Internet,Culpeper,Virginia,22701,Solved,No,June,16
308341,Monopoly and Deceit The 300GB Data Cap,2015-05-26,2015-05-26 00:00:00,1900-01-01 20:18:32,Internet,Cumming,Georgia,30040,Solved,No,May,20
308477,Disney xfinity home security service,2015-05-26,2015-05-26 00:00:00,1900-01-01 21:44:05,Customer Care Call,Cumming,Georgia,30041,Solved,No,May,21
312553,Disney bait and switch,2015-05-28,2015-05-28 00:00:00,1900-01-01 19:50:03,Internet,Cumming,Georgia,30040,Pending,No,May,19
331839,Cap on data usage,2015-09-06,2015-09-06 00:00:00,1900-01-01 22:48:20,Customer Care Call,Cumming,Georgia,30028,Solved,No,September,22
338753,Data Cap,2015-06-13,2015-06-13 00:00:00,1900-01-01 08:50:32,Customer Care Call,Cumming,Georgia,30041,Solved,No,June,8
358141,Data usage,2015-06-23,2015-06-23 00:00:00,1900-01-01 12:38:36,Customer Care Call,Cumming,Georgia,30040,Solved,No,June,12
361026,Extorted into signing up for multiyear contract,2015-06-24,2015-06-24 00:00:00,1900-01-01 09:35:25,Internet,Cumming,Georgia,30040,Solved,No,June,9
361262,Disney Selectively Enforcing Data Caps,2015-06-24,2015-06-24 00:00:00,1900-01-01 10:46:11,Customer Care Call,Cumming,Georgia,30028,Solved,No,June,10
371490,Disney Usage Caps,2015-06-29,2015-06-29 00:00:00,1900-01-01 07:35:52,Customer Care Call,Cumming,Georgia,30040,Solved,No,June,7
317983,Disney Internet Service Bad Quality,2015-01-06,2015-01-06 00:00:00,1900-01-01 22:11:03,Internet,Cupertino,California,95014,Closed,No,January,22
322002,Ping spikes and packet loss,2015-03-06,2015-03-06 00:00:00,1900-01-01 18:08:14,Internet,Cupertino,California,95014,Open,No,March,18
349925,Disney complaint,2015-06-18,2015-06-18 00:00:00,1900-01-01 16:22:55,Internet,Cupertino,California,95014,Open,No,June,16
300994,Disney phone  internet billing issue,2015-05-21,2015-05-21 00:00:00,1900-01-01 11:31:51,Customer Care Call,Cutler Bay,Florida,33189,Closed,No,May,11
360885,Disney Xfinity charging rental fee for personally owned modem,2015-06-24,2015-06-24 00:00:00,1900-01-01 07:34:53,Customer Care Call,Cutler Bay,Florida,33190,Solved,No,June,7
360740,Horrific billing,2015-06-24,2015-06-24 00:00:00,1900-01-01 01:51:01,Customer Care Call,Cypress,Texas,77429,Closed,No,June,1
304707,Disney  Xfinity overcharging for internet  internet cap,2015-05-23,2015-05-23 00:00:00,1900-01-01 12:16:54,Customer Care Call,Dacula,Georgia,30019,Solved,No,May,12
370897,Disney Money Grab using Data Caps,2015-06-28,2015-06-28 00:00:00,1900-01-01 13:07:00,Customer Care Call,Dacula,Georgia,30019,Pending,No,June,13
371339,Disney Internet Service Provider,2015-06-28,2015-06-28 00:00:00,1900-01-01 22:16:48,Internet,Dacula,Georgia,30019,Open,No,June,22
374265,Fraudulent charges by Disney,2015-06-30,2015-06-30 00:00:00,1900-01-01 11:12:33,Customer Care Call,Dacula,Georgia,30019,Solved,No,June,11
321859,Disney Data Cap Compliant,2015-03-06,2015-03-06 00:00:00,1900-01-01 17:19:36,Customer Care Call,Dallas,Georgia,30132,Solved,No,March,17
361174,Billings Charges  Credits,2015-06-24,2015-06-24 00:00:00,1900-01-01 10:22:03,Internet,Dallas,Georgia,30157,Solved,Yes,June,10
374783,Deceptive Billing Practices,2015-06-30,2015-06-30 00:00:00,1900-01-01 13:38:28,Customer Care Call,Dallas,Georgia,30132,Pending,No,June,13
363368,Billing Complaint,2015-06-24,2015-06-24 00:00:00,1900-01-01 20:22:55,Customer Care Call,Daly City,California,94015,Solved,No,June,20
242847,Disney Unfair Billing Practices,2015-04-18,2015-04-18 00:00:00,1900-01-01 11:54:54,Customer Care Call,Dania Beach,Florida,33004,Closed,No,April,11
371536,Internet speed,2015-06-29,2015-06-29 00:00:00,1900-01-01 08:45:03,Internet,Danville,California,94526,Solved,No,June,8
236425,Robber Barron Billing Practices,2015-04-15,2015-04-15 00:00:00,1900-01-01 09:59:13,Customer Care Call,Danville,Illinois,61832,Closed,No,April,9
376227,Fradualent claims,2015-06-30,2015-06-30 00:00:00,1900-01-01 22:05:38,Customer Care Call,Danville,Illinois,61832,Solved,Yes,June,22
339894,Xfinity Disney hbogo on ps4,2015-06-14,2015-06-14 00:00:00,1900-01-01 12:37:53,Internet,Dartmouth,Massachusetts,2748,Open,No,June,12
262190,Disney failure to respond to user communication,2015-04-28,2015-04-28 00:00:00,1900-01-01 16:27:20,Customer Care Call,Davidsonville,Maryland,21035,Closed,No,April,16
288196,xfinitty tv and exfinity alarm,2015-05-13,2015-05-13 00:00:00,1900-01-01 16:00:37,Internet,Davie,Florida,33314,Solved,No,May,16
360651,Internet speed and price of bundle,2015-06-24,2015-06-24 00:00:00,1900-01-01 00:39:42,Customer Care Call,Davie,Florida,33314,Solved,Yes,June,0
282820,RE Disney Internet Illegal charges,2015-11-05,2015-11-05 00:00:00,1900-01-01 01:11:34,Internet,Davis,California,95616,Solved,No,November,1
373822,Possible Internet Speed Throttling by my Disney Internet Provider,2015-06-29,2015-06-29 00:00:00,1900-01-01 23:08:09,Customer Care Call,Davis,California,95618,Pending,No,June,23
362897,Slow speed,2015-06-24,2015-06-24 00:00:00,1900-01-01 17:15:57,Customer Care Call,Dayton,Texas,77535,Solved,No,June,17
242346,Inaccurate billing,2015-04-17,2015-04-17 00:00:00,1900-01-01 19:10:17,Customer Care Call,Dearborn,Michigan,48124,Closed,No,April,19
